month,trip_duration_sec,start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_birth_year,member_gender,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_city,end_city
April,828,30.0,San Francisco Caltrain (Townsend St at 4th St),110.0,17th & Folsom Street Park (17th St at Folsom St),707,Subscriber,1985.0,Male,37.776598,-122.395282,37.7637085,-122.41520420000002,San Francisco,San Francisco
Februrary,784,81.0,Berry St at 4th St,323.0,Broadway at Kearny,4597,Subscriber,1994.0,Male,37.77588,-122.39317,37.79801364395978,-122.40595042705534,San Francisco,San Francisco
April,443,76.0,McCoppin St at Valencia St,5.0,Powell St BART Station (Market St at 5th St),5029,Subscriber,1964.0,Male,37.77166246221617,-122.42242321372034,37.78389935708493,-122.40844488143921,San Francisco,San Francisco
March,571,30.0,San Francisco Caltrain (Townsend St at 4th St),15.0,San Francisco Ferry Building (Harry Bridges Plaza),6138,Subscriber,1982.0,Male,37.776598,-122.395282,37.795392,-122.394203,San Francisco,San Francisco
March,219,153.0,59th St at Horton St,156.0,Stanford Ave at Hollis St,2780,Subscriber,1995.0,Male,37.84094520000001,-122.2913604,37.8384435,-122.2886647,Oakland/Berkeley,Oakland/Berkeley
April,546,180.0,Telegraph Ave at 23rd St,186.0,Lakeside Dr at 14th St,2880,Subscriber,1985.0,Female,37.8126783,-122.2687726,37.8013189,-122.2626418,Oakland/Berkeley,Oakland/Berkeley
April,621,370.0,Jones St at Post St,114.0,Rhode Island St at 17th St,6867,Subscriber,1982.0,Male,37.7873267660624,-122.41327822208405,37.7644783,-122.4025701,San Francisco,San Francisco
January,469,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),87.0,Folsom St at 13th St,5477,Subscriber,1984.0,Male,37.7810737,-122.4117382,37.769757,-122.415674,San Francisco,San Francisco
April,633,88.0,11th St at Bryant St,97.0,14th St at Mission St,1142,Subscriber,1973.0,Male,37.7700298,-122.4117258,37.7682646,-122.4201102,San Francisco,San Francisco
Februrary,273,104.0,4th St at 16th St,81.0,Berry St at 4th St,3586,Subscriber,1990.0,Female,37.76704457969368,-122.39083349704742,37.77588,-122.39317,San Francisco,San Francisco
May,665,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),36.0,Folsom St at 3rd St,3609,Subscriber,1995.0,Female,37.77663920000001,-122.3955263,37.78383,-122.39887,San Francisco,San Francisco
January,773,85.0,Church St at Duboce Ave,19.0,Post St at Kearny St,802,Subscriber,1988.0,Male,37.7700831,-122.4291557,37.788975,-122.403452,San Francisco,San Francisco
January,321,78.0,Folsom St at 9th St,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),5012,Subscriber,1994.0,Male,37.7737172,-122.4116467,37.77663920000001,-122.3955263,San Francisco,San Francisco
April,511,285.0,Webster St at O'Farrell St,70.0,Central Ave at Fell St,5504,Subscriber,1994.0,Male,37.78352083526095,-122.43115782737732,37.77331087889723,-122.44429260492323,San Francisco,San Francisco
May,968,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),92.0,Mission Bay Kids Park,1473,Subscriber,1986.0,Male,37.7810737,-122.4117382,37.772300631747626,-122.39302754402159,San Francisco,San Francisco
March,525,62.0,Victoria Manalo Draves Park,66.0,3rd St at Townsend St,4931,Subscriber,1987.0,Female,37.77779057034257,-122.40643188357352,37.77874161153677,-122.39274082710837,San Francisco,San Francisco
May,1996,8.0,The Embarcadero at Vallejo St,399.0,Bay St at Fillmore St,3026,Customer,1995.0,Female,37.799953,-122.398525,37.80263594974903,-122.4362888932228,San Francisco,San Francisco
April,1013,114.0,Rhode Island St at 17th St,55.0,Webster St at Grove St,1123,Subscriber,1990.0,Male,37.7644783,-122.4025701,37.7770527,-122.4295585,San Francisco,San Francisco
March,266,73.0,Pierce St at Haight St,53.0,Grove St at Divisadero,6560,Subscriber,1973.0,Male,37.7717933,-122.43370790000002,37.77594600000001,-122.4377775,San Francisco,San Francisco
April,2109,74.0,Laguna St at Hayes St,147.0,29th St at Tiffany Ave,4571,Subscriber,1989.0,Male,37.77643481920474,-122.42624402046205,37.74406670000001,-122.4214722,San Francisco,San Francisco
Februrary,806,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),112.0,Harrison St at 17th St,75,Subscriber,1991.0,Male,37.77663920000001,-122.3955263,37.7638471,-122.41300359999998,San Francisco,San Francisco
May,747,58.0,Market St at 10th St,11.0,Davis St at Jackson St,3319,Subscriber,1987.0,Male,37.776619,-122.417385,37.79728,-122.398436,San Francisco,San Francisco
April,1005,102.0,Irwin St at 8th St,371.0,Lombard St at Columbus Ave,4714,Subscriber,1970.0,Male,37.7668828,-122.3995794,37.80274615250053,-122.41357862949371,San Francisco,San Francisco
March,672,196.0,Grand Ave at Perkins St,163.0,Lake Merritt BART Station,3552,Customer,1989.0,Male,37.80889393398715,-122.25646018981932,37.7973195,-122.2653199,Oakland/Berkeley,Oakland/Berkeley
May,288,42.0,San Francisco City Hall (Polk St at Grove St),88.0,11th St at Bryant St,2820,Subscriber,1993.0,Female,37.77865,-122.41823,37.7700298,-122.4117258,San Francisco,San Francisco
January,964,55.0,Webster St at Grove St,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),5481,Subscriber,1992.0,Female,37.7770527,-122.4295585,37.77663920000001,-122.3955263,San Francisco,San Francisco
Februrary,396,386.0,24th St at Bartlett St,129.0,Harrison St at 20th St,2395,Subscriber,1980.0,Female,37.75210498442358,-122.41972357034685,37.758862,-122.412544,San Francisco,San Francisco
March,290,3.0,Powell St BART Station (Market St at 4th St),43.0,San Francisco Public Library (Grove St at Hyde St),6644,Subscriber,1980.0,Male,37.78637526861584,-122.40490436553956,37.7787677,-122.4159292,San Francisco,San Francisco
May,501,321.0,5th St at Folsom,21.0,Montgomery St BART Station (Market St at 2nd St),2100,Subscriber,1983.0,Male,37.78014570345598,-122.40307085237872,37.7896254,-122.400811,San Francisco,San Francisco
Februrary,80,243.0,Bancroft Way at College Ave,239.0,Bancroft Way at Telegraph Ave,4508,Subscriber,1987.0,Male,37.8693603,-122.2543374,37.8688126,-122.258764,Oakland/Berkeley,Oakland/Berkeley
January,512,23.0,The Embarcadero at Steuart St,13.0,Commercial St at Montgomery St,2287,Subscriber,1994.0,Male,37.79146400000001,-122.391034,37.794231,-122.402923,San Francisco,San Francisco
March,929,26.0,1st St at Folsom St,112.0,Harrison St at 17th St,6488,Subscriber,1993.0,Male,37.78729000000001,-122.39438,37.7638471,-122.41300359999998,San Francisco,San Francisco
April,452,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),25.0,Howard St at 2nd St,38,Subscriber,1982.0,Male,37.77663920000001,-122.3955263,37.78752178045625,-122.39740490913393,San Francisco,San Francisco
March,671,324.0,Union Square (Powell St at Post St),67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),4832,Customer,1992.0,Male,37.78829997815083,-122.40853071212769,37.77663920000001,-122.3955263,San Francisco,San Francisco
April,565,74.0,Laguna St at Hayes St,51.0,Parker Ave at McAllister St,6298,Subscriber,1980.0,Male,37.77643481920474,-122.42624402046205,37.77610091264586,-122.4530929327011,San Francisco,San Francisco
May,438,23.0,The Embarcadero at Steuart St,9.0,Broadway at Battery St,3658,Subscriber,1993.0,Male,37.79146400000001,-122.391034,37.79857210846257,-122.40086898207666,San Francisco,San Francisco
April,401,266.0,Parker St at Fulton St,241.0,Ashby BART Station,2292,Subscriber,1981.0,Male,37.8624644,-122.26479109999998,37.8524766,-122.2702132,Oakland/Berkeley,Oakland/Berkeley
May,521,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),88.0,11th St at Bryant St,307,Subscriber,1989.0,Male,37.77663920000001,-122.3955263,37.7700298,-122.4117258,San Francisco,San Francisco
March,274,101.0,15th St at Potrero Ave,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),127,Subscriber,1991.0,Male,37.76707850458367,-122.40735858678819,37.77663920000001,-122.3955263,San Francisco,San Francisco
March,568,81.0,Berry St at 4th St,23.0,The Embarcadero at Steuart St,5097,Subscriber,1985.0,Male,37.77588,-122.39317,37.79146400000001,-122.391034,San Francisco,San Francisco
May,563,296.0,5th St at Virginia St,280.0,San Fernando St at 7th St,4065,Subscriber,1993.0,Male,37.3259984,-121.87712,37.3371223728942,-121.88321471214294,San Jose,San Jose
January,1296,16.0,Steuart St at Market St,106.0,Sanchez St at 17th St,5370,Subscriber,1981.0,Male,37.79413,-122.39443,37.7632417,-122.4306746,San Francisco,San Francisco
April,405,239.0,Bancroft Way at Telegraph Ave,248.0,Telegraph Ave at Ashby Ave,5877,Subscriber,1958.0,Male,37.8688126,-122.258764,37.8559558,-122.2597949,Oakland/Berkeley,Oakland/Berkeley
April,1681,253.0,Haste St at College Ave,258.0,University Ave at Oxford St,6467,Customer,1997.0,Female,37.86641794050319,-122.25379943847656,37.8723555,-122.2664467,Oakland/Berkeley,Oakland/Berkeley
Februrary,158,22.0,Howard St at Beale St,25.0,Howard St at 2nd St,531,Subscriber,1974.0,Male,37.789756,-122.394643,37.78752178045625,-122.39740490913393,San Francisco,San Francisco
Februrary,332,107.0,17th St at Dolores St,133.0,Valencia St at 22nd St,2168,Subscriber,1988.0,Male,37.7630152,-122.42649679999998,37.7552126,-122.42097520000002,San Francisco,San Francisco
March,594,31.0,Raymond Kimbell Playground,321.0,5th St at Folsom,5032,Subscriber,1993.0,Male,37.783812709278116,-122.4345588684082,37.78014570345598,-122.40307085237872,San Francisco,San Francisco
Februrary,550,122.0,19th St at Mission St,58.0,Market St at 10th St,6435,Subscriber,1988.0,Female,37.760299,-122.418892,37.776619,-122.417385,San Francisco,San Francisco
January,914,113.0,Franklin Square,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),1698,Subscriber,1998.0,Male,37.764555,-122.410345,37.7810737,-122.4117382,San Francisco,San Francisco
March,414,163.0,Lake Merritt BART Station,181.0,Grand Ave at Webster St,1162,Subscriber,1993.0,Female,37.7973195,-122.2653199,37.8113768,-122.2651925,Oakland/Berkeley,Oakland/Berkeley
April,1339,384.0,Jackson St at Polk St,50.0,2nd St at Townsend St,6381,Subscriber,1979.0,Male,37.79416044174933,-122.42156758904457,37.780526,-122.39028799999998,San Francisco,San Francisco
January,503,62.0,Victoria Manalo Draves Park,49.0,S Park St at 3rd St,5314,Subscriber,1995.0,Male,37.77779057034257,-122.40643188357352,37.7807601,-122.3949894,San Francisco,San Francisco
Februrary,160,252.0,Channing Way at Shattuck Ave,266.0,Parker St at Fulton St,4685,Subscriber,1997.0,Male,37.86584660000001,-122.26744309999998,37.8624644,-122.26479109999998,Oakland/Berkeley,Oakland/Berkeley
April,897,16.0,Steuart St at Market St,398.0,Leavenworth St at Broadway,4802,Subscriber,1986.0,Male,37.79413,-122.39443,37.796470691622936,-122.4168576300144,San Francisco,San Francisco
January,395,59.0,S Van Ness Ave at Market St,60.0,8th St at Ringold St,634,Subscriber,1993.0,Male,37.774814,-122.418954,37.774520401136854,-122.4094493687153,San Francisco,San Francisco
March,1675,130.0,22nd St Caltrain Station,50.0,2nd St at Townsend St,2188,Customer,1987.0,Female,37.75771842163036,-122.39181250333785,37.780526,-122.39028799999998,San Francisco,San Francisco
March,124,182.0,19th Street BART Station,220.0,San Pablo Ave at MLK Jr Way,4545,Subscriber,1995.0,Male,37.8090126,-122.2682473,37.8113514,-122.2734217,Oakland/Berkeley,Oakland/Berkeley
January,835,110.0,17th & Folsom Street Park (17th St at Folsom St),67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),3210,Subscriber,1988.0,Female,37.7637085,-122.41520420000002,37.77663920000001,-122.3955263,San Francisco,San Francisco
April,686,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),3.0,Powell St BART Station (Market St at 4th St),1226,Subscriber,1986.0,Male,37.77663920000001,-122.3955263,37.78637526861584,-122.40490436553956,San Francisco,San Francisco
Februrary,952,14.0,Clay St at Battery St,76.0,McCoppin St at Valencia St,6413,Subscriber,1987.0,Female,37.795001,-122.39997,37.77166246221617,-122.42242321372034,San Francisco,San Francisco
May,480,30.0,San Francisco Caltrain (Townsend St at 4th St),23.0,The Embarcadero at Steuart St,3690,Subscriber,1984.0,Male,37.776598,-122.395282,37.79146400000001,-122.391034,San Francisco,San Francisco
April,442,5.0,Powell St BART Station (Market St at 5th St),88.0,11th St at Bryant St,5460,Subscriber,1983.0,Male,37.78389935708493,-122.40844488143921,37.7700298,-122.4117258,San Francisco,San Francisco
April,1058,399.0,Bay St at Fillmore St,5.0,Powell St BART Station (Market St at 5th St),5531,Subscriber,1979.0,Male,37.80263594974903,-122.4362888932228,37.78389935708493,-122.40844488143921,San Francisco,San Francisco
April,565,22.0,Howard St at Beale St,63.0,Bryant St at 6th St,1544,Subscriber,1980.0,Male,37.789756,-122.394643,37.77591022233337,-122.40257500673576,San Francisco,San Francisco
Februrary,225,58.0,Market St at 10th St,75.0,Market St at Franklin St,5188,Subscriber,1980.0,Male,37.776619,-122.417385,37.77379320608871,-122.42123901844023,San Francisco,San Francisco
March,881,398.0,Leavenworth St at Broadway,350.0,8th St at Brannan St,933,Subscriber,1993.0,Female,37.796470691622936,-122.4168576300144,37.77143136292109,-122.40578681230544,San Francisco,San Francisco
January,234,267.0,Derby St at College Ave,243.0,Bancroft Way at College Ave,3730,Subscriber,1989.0,Male,37.8618037,-122.2535687,37.8693603,-122.2543374,Oakland/Berkeley,Oakland/Berkeley
Februrary,713,50.0,2nd St at Townsend St,130.0,22nd St Caltrain Station,6119,Customer,1963.0,Male,37.780526,-122.39028799999998,37.75771842163036,-122.39181250333785,San Francisco,San Francisco
April,174,55.0,Webster St at Grove St,54.0,Alamo Square (Steiner St at Fulton St),6067,Subscriber,1987.0,Female,37.7770527,-122.4295585,37.777546770173224,-122.43327409029007,San Francisco,San Francisco
April,397,386.0,24th St at Bartlett St,137.0,Jersey St at Castro St,6952,Subscriber,1992.0,Male,37.75210498442358,-122.41972357034685,37.750506,-122.4339496,San Francisco,San Francisco
January,284,104.0,4th St at 16th St,81.0,Berry St at 4th St,5250,Subscriber,1995.0,Female,37.76704457969368,-122.39083349704742,37.77588,-122.39317,San Francisco,San Francisco
January,392,263.0,Channing Way at San Pablo Ave,250.0,North Berkeley BART Station,4785,Subscriber,1987.0,Male,37.8628271,-122.2902305,37.873558,-122.283093,Oakland/Berkeley,Oakland/Berkeley
January,518,101.0,15th St at Potrero Ave,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),1434,Subscriber,1981.0,Male,37.76707850458367,-122.40735858678819,37.7810737,-122.4117382,San Francisco,San Francisco
Februrary,556,153.0,59th St at Horton St,315.0,Market St at 45th St,4568,Subscriber,1987.0,Male,37.84094520000001,-122.2913604,37.834174,-122.272968,Oakland/Berkeley,Oakland/Berkeley
January,354,189.0,Genoa St at 55th St,158.0,Shattuck Ave at Telegraph Ave,1657,Subscriber,1990.0,Male,37.83964879999999,-122.2717561,37.8332786,-122.26349009999998,Oakland/Berkeley,Oakland/Berkeley
April,990,43.0,San Francisco Public Library (Grove St at Hyde St),121.0,Mission Playground,1201,Subscriber,1972.0,Male,37.7787677,-122.4159292,37.75921029999999,-122.4213392,San Francisco,San Francisco
March,612,14.0,Clay St at Battery St,66.0,3rd St at Townsend St,5528,Customer,1972.0,Male,37.795001,-122.39997,37.77874161153677,-122.39274082710837,San Francisco,San Francisco
April,218,245.0,Downtown Berkeley BART,238.0,MLK Jr Way at University Ave,556,Subscriber,1998.0,Male,37.870139,-122.268422,37.8717192,-122.2730677,Oakland/Berkeley,Oakland/Berkeley
April,299,321.0,5th St at Folsom,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),3554,Subscriber,1991.0,Male,37.78014570345598,-122.40307085237872,37.77663920000001,-122.3955263,San Francisco,San Francisco
May,389,253.0,Haste St at College Ave,258.0,University Ave at Oxford St,371,Subscriber,1997.0,Male,37.86641794050319,-122.25379943847656,37.8723555,-122.2664467,Oakland/Berkeley,Oakland/Berkeley
May,162,108.0,16th St Mission BART,112.0,Harrison St at 17th St,2864,Subscriber,1977.0,Male,37.76471008581914,-122.41995692253113,37.7638471,-122.41300359999998,San Francisco,San Francisco
May,276,256.0,Hearst Ave at Euclid Ave,245.0,Downtown Berkeley BART,1769,Subscriber,1953.0,Male,37.87511169286445,-122.26055324077606,37.870139,-122.268422,Oakland/Berkeley,Oakland/Berkeley
January,1403,171.0,Rockridge BART Station,258.0,University Ave at Oxford St,828,Customer,1964.0,Female,37.84427875399067,-122.251900434494,37.8723555,-122.2664467,Oakland/Berkeley,Oakland/Berkeley
May,719,77.0,11th St at Natoma St,419.0,Fern St at Polk St,572,Subscriber,1992.0,Male,37.7735069,-122.4160402,37.78819690783405,-122.42037266492844,San Francisco,San Francisco
Februrary,394,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),36.0,Folsom St at 3rd St,5204,Subscriber,1995.0,Female,37.77663920000001,-122.3955263,37.78383,-122.39887,San Francisco,San Francisco
May,311,176.0,MacArthur BART Station,211.0,Broadway at 40th St,854,Subscriber,1982.0,Male,37.82840997305853,-122.26631462574005,37.8277573,-122.2567156,Oakland/Berkeley,Oakland/Berkeley
May,713,41.0,Golden Gate Ave at Polk St,66.0,3rd St at Townsend St,3479,Subscriber,1993.0,Female,37.78127,-122.41874,37.77874161153677,-122.39274082710837,San Francisco,San Francisco
April,802,81.0,Berry St at 4th St,124.0,19th St at Florida St,5600,Customer,1991.0,Male,37.77588,-122.39317,37.7604469,-122.410807,San Francisco,San Francisco
Februrary,319,200.0,2nd Ave at E 18th St,201.0,10th St at Fallon St,1287,Subscriber,1994.0,Male,37.800213566969795,-122.25381016731262,37.7976728,-122.2629973,Oakland/Berkeley,Oakland/Berkeley
January,633,252.0,Channing Way at Shattuck Ave,265.0,Ninth St at Parker St,2392,Subscriber,1987.0,Female,37.86584660000001,-122.26744309999998,37.8588682,-122.2912095,Oakland/Berkeley,Oakland/Berkeley
Februrary,188,58.0,Market St at 10th St,88.0,11th St at Bryant St,3508,Subscriber,1989.0,Male,37.776619,-122.417385,37.7700298,-122.4117258,San Francisco,San Francisco
January,795,167.0,College Ave at Harwood Ave,212.0,Mosswood Park,1237,Subscriber,1985.0,Female,37.848152,-122.2521599,37.82489252995112,-122.26043654610294,Oakland/Berkeley,Oakland/Berkeley
March,657,9.0,Broadway at Battery St,62.0,Victoria Manalo Draves Park,6523,Subscriber,1992.0,Male,37.79857210846257,-122.40086898207666,37.77779057034257,-122.40643188357352,San Francisco,San Francisco
March,504,99.0,Folsom St at 15th St,86.0,Market St at Dolores St,6547,Subscriber,1986.0,Female,37.7670373,-122.4154425,37.76930529999999,-122.4268256,San Francisco,San Francisco
May,625,19.0,Post St at Kearny St,371.0,Lombard St at Columbus Ave,2781,Customer,1982.0,Male,37.788975,-122.403452,37.80274615250053,-122.41357862949371,San Francisco,San Francisco
March,193,90.0,Townsend St at 7th St,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),2648,Subscriber,1991.0,Male,37.771058,-122.402717,37.77663920000001,-122.3955263,San Francisco,San Francisco
March,467,23.0,The Embarcadero at Steuart St,21.0,Montgomery St BART Station (Market St at 2nd St),6192,Subscriber,1991.0,Female,37.79146400000001,-122.391034,37.7896254,-122.400811,San Francisco,San Francisco
Februrary,421,98.0,Valencia St at 16th St,131.0,22nd St at Dolores St,5031,Customer,1979.0,Male,37.765052,-122.4218661,37.75500026037814,-122.42572769522668,San Francisco,San Francisco
Februrary,137,61.0,Howard St at 8th St,60.0,8th St at Ringold St,608,Subscriber,1992.0,Male,37.7765126,-122.4113061,37.774520401136854,-122.4094493687153,San Francisco,San Francisco
January,252,88.0,11th St at Bryant St,75.0,Market St at Franklin St,4973,Subscriber,1987.0,Male,37.7700298,-122.4117258,37.77379320608871,-122.42123901844023,San Francisco,San Francisco
May,505,3.0,Powell St BART Station (Market St at 4th St),11.0,Davis St at Jackson St,1909,Subscriber,1958.0,Male,37.78637526861584,-122.40490436553956,37.79728,-122.398436,San Francisco,San Francisco
Februrary,297,218.0,DeFremery Park,160.0,West Oakland BART Station,5794,Subscriber,1971.0,Male,37.8123315,-122.2851712,37.8053183,-122.2948365,Oakland/Berkeley,Oakland/Berkeley
January,541,213.0,32nd St at Adeline St,160.0,West Oakland BART Station,4775,Customer,1987.0,Male,37.8238474,-122.2811926,37.8053183,-122.2948365,Oakland/Berkeley,Oakland/Berkeley
January,402,61.0,Howard St at 8th St,19.0,Post St at Kearny St,5280,Subscriber,1987.0,Male,37.7765126,-122.4113061,37.788975,-122.403452,San Francisco,San Francisco
March,240,356.0,Valencia St at Clinton Park,121.0,Mission Playground,5269,Subscriber,1973.0,Male,37.769188178104585,-122.42228507995605,37.75921029999999,-122.4213392,San Francisco,San Francisco
January,558,28.0,The Embarcadero at Bryant St,324.0,Union Square (Powell St at Post St),5325,Subscriber,1962.0,Male,37.78716801474664,-122.38809792330359,37.78829997815083,-122.40853071212769,San Francisco,San Francisco
April,1329,139.0,Garfield Square (25th St at Harrison St),15.0,San Francisco Ferry Building (Harry Bridges Plaza),4967,Customer,1971.0,Male,37.75101710000001,-122.4119009,37.795392,-122.394203,San Francisco,San Francisco
May,1227,75.0,Market St at Franklin St,369.0,Hyde St at Post St,1299,Subscriber,1983.0,Male,37.77379320608871,-122.42123901844023,37.78734902316596,-122.41665109992027,San Francisco,San Francisco
May,218,90.0,Townsend St at 7th St,79.0,7th St at Brannan St,2227,Subscriber,1989.0,Male,37.771058,-122.402717,37.7734919,-122.4036725,San Francisco,San Francisco
May,568,5.0,Powell St BART Station (Market St at 5th St),365.0,Turk St at Fillmore St,3249,Subscriber,1994.0,Male,37.78389935708493,-122.40844488143921,37.78045005996349,-122.43194639682768,San Francisco,San Francisco
April,272,145.0,29th St at Church St,141.0,Valencia St at Cesar Chavez St,2630,Subscriber,1981.0,Female,37.7436839,-122.42680590000002,37.7479981,-122.4202187,San Francisco,San Francisco
March,267,25.0,Howard St at 2nd St,16.0,Steuart St at Market St,5958,Subscriber,1993.0,Male,37.78752178045625,-122.39740490913393,37.79413,-122.39443,San Francisco,San Francisco
May,524,21.0,Montgomery St BART Station (Market St at 2nd St),19.0,Post St at Kearny St,518,Subscriber,1994.0,Male,37.7896254,-122.400811,37.788975,-122.403452,San Francisco,San Francisco
April,577,49.0,S Park St at 3rd St,17.0,Embarcadero BART Station (Beale St at Market St),676,Subscriber,1979.0,Male,37.7807601,-122.3949894,37.792251,-122.39708600000002,San Francisco,San Francisco
January,576,30.0,San Francisco Caltrain (Townsend St at 4th St),23.0,The Embarcadero at Steuart St,1248,Subscriber,1976.0,Male,37.776598,-122.395282,37.79146400000001,-122.391034,San Francisco,San Francisco
Februrary,590,30.0,San Francisco Caltrain (Townsend St at 4th St),20.0,Mechanics Monument Plaza (Market St at Bush St),4597,Subscriber,1985.0,Male,37.776598,-122.395282,37.7913,-122.399051,San Francisco,San Francisco
March,226,92.0,Mission Bay Kids Park,81.0,Berry St at 4th St,2215,Subscriber,1991.0,Female,37.772300631747626,-122.39302754402159,37.77588,-122.39317,San Francisco,San Francisco
May,187,54.0,Alamo Square (Steiner St at Fulton St),74.0,Laguna St at Hayes St,535,Subscriber,1986.0,Female,37.777546770173224,-122.43327409029007,37.77643481920474,-122.42624402046205,San Francisco,San Francisco
April,1822,27.0,Beale St at Harrison St,383.0,Golden Gate Ave at Franklin St,1922,Subscriber,1990.0,Male,37.7880593,-122.3918648,37.78078712674621,-122.42193371057509,San Francisco,San Francisco
April,719,399.0,Bay St at Fillmore St,370.0,Jones St at Post St,6897,Subscriber,1997.0,Male,37.80263594974903,-122.4362888932228,37.7873267660624,-122.41327822208405,San Francisco,San Francisco
Februrary,867,17.0,Embarcadero BART Station (Beale St at Market St),91.0,Berry St at King St,4745,Subscriber,1982.0,Male,37.792251,-122.39708600000002,37.77176211031317,-122.39843755960464,San Francisco,San Francisco
March,857,254.0,Vine St at Shattuck Ave,274.0,Oregon St at Adeline St,5076,Subscriber,1992.0,Male,37.88022244590679,-122.26959228515624,37.85756720000001,-122.2675583,Oakland/Berkeley,Oakland/Berkeley
January,902,373.0,Potrero del Sol Park (25th St at Utah St),120.0,Mission Dolores Park,5543,Subscriber,1996.0,Female,37.75179164525661,-122.40521550178528,37.7614205,-122.4264353,San Francisco,San Francisco
January,476,190.0,West St at 40th St,180.0,Telegraph Ave at 23rd St,1550,Subscriber,1991.0,Male,37.8302232,-122.2709501,37.8126783,-122.2687726,Oakland/Berkeley,Oakland/Berkeley
April,1837,6.0,The Embarcadero at Sansome St,399.0,Bay St at Fillmore St,7001,Customer,1997.0,Male,37.80477,-122.403234,37.80263594974903,-122.4362888932228,San Francisco,San Francisco
March,311,254.0,Vine St at Shattuck Ave,246.0,Berkeley Civic Center,3548,Subscriber,1983.0,Male,37.88022244590679,-122.26959228515624,37.8690599,-122.270556,Oakland/Berkeley,Oakland/Berkeley
May,552,66.0,3rd St at Townsend St,21.0,Montgomery St BART Station (Market St at 2nd St),1025,Subscriber,1987.0,Male,37.77874161153677,-122.39274082710837,37.7896254,-122.400811,San Francisco,San Francisco
January,251,4.0,Cyril Magnin St at Ellis St,21.0,Montgomery St BART Station (Market St at 2nd St),4755,Subscriber,1990.0,Male,37.78588062694133,-122.4089150084319,37.7896254,-122.400811,San Francisco,San Francisco
Februrary,450,120.0,Mission Dolores Park,59.0,S Van Ness Ave at Market St,5820,Subscriber,1983.0,Male,37.7614205,-122.4264353,37.774814,-122.418954,San Francisco,San Francisco
March,233,197.0,El Embarcadero at Grand Ave,200.0,2nd Ave at E 18th St,4545,Subscriber,1995.0,Male,37.8088479,-122.24967990000002,37.800213566969795,-122.25381016731262,Oakland/Berkeley,Oakland/Berkeley
March,332,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),364.0,China Basin St at 3rd St,3139,Subscriber,1983.0,Male,37.77663920000001,-122.3955263,37.7719996,-122.3899698,San Francisco,San Francisco
January,391,223.0,16th St Mission BART Station 2,119.0,18th St at Noe St,5320,Subscriber,1989.0,Male,37.7647652154977,-122.42009103298186,37.7610471,-122.43264170000002,San Francisco,San Francisco
May,10610,66.0,3rd St at Townsend St,36.0,Folsom St at 3rd St,450,Customer,1984.0,Male,37.77874161153677,-122.39274082710837,37.78383,-122.39887,San Francisco,San Francisco
January,454,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),3.0,Powell St BART Station (Market St at 4th St),5288,Subscriber,1990.0,Male,37.77663920000001,-122.3955263,37.78637526861584,-122.40490436553956,San Francisco,San Francisco
March,749,14.0,Clay St at Battery St,50.0,2nd St at Townsend St,3711,Subscriber,1984.0,Male,37.795001,-122.39997,37.780526,-122.39028799999998,San Francisco,San Francisco
March,1091,258.0,University Ave at Oxford St,151.0,53rd St at Hollis St,5691,Subscriber,1986.0,Male,37.8723555,-122.2664467,37.8361823,-122.2871801,Oakland/Berkeley,Oakland/Berkeley
Februrary,225,3.0,Powell St BART Station (Market St at 4th St),47.0,4th St at Harrison St,1969,Subscriber,1987.0,Male,37.78637526861584,-122.40490436553956,37.78095459960753,-122.39974915981293,San Francisco,San Francisco
Februrary,861,101.0,15th St at Potrero Ave,5.0,Powell St BART Station (Market St at 5th St),6638,Subscriber,1991.0,Male,37.76707850458367,-122.40735858678819,37.78389935708493,-122.40844488143921,San Francisco,San Francisco
January,842,85.0,Church St at Duboce Ave,16.0,Steuart St at Market St,746,Subscriber,1979.0,Male,37.7700831,-122.4291557,37.79413,-122.39443,San Francisco,San Francisco
March,492,176.0,MacArthur BART Station,175.0,49th St at Telegraph Ave,5605,Subscriber,1998.0,Male,37.82840997305853,-122.26631462574005,37.8359455,-122.2623663,Oakland/Berkeley,Oakland/Berkeley
